room_type,bedrooms,bathrooms,price,host_is_superhost,host_listings_count,availability_30,review_scores_rating,review_scores_location,calculated_host_listings_count_private_rooms
Private room,1.0,1.0,58.0,t,12,1,4.33,4.67,12
Private room,1.0,1.0,240.0,f,2,28,5.0,5.0,2
Entire home/apt,2.0,1.0,227.0,t,2,0,5.0,5.0,0
Private room,1.0,1.0,335.0,f,2,3,5.0,5.0,1
Entire home/apt,1.0,1.0,194.0,t,1,6,4.9,4.91,0
Entire home/apt,1.0,1.0,220.0,f,2,0,5.0,5.0,0
Private room,1.0,2.0,43.0,f,55,0,3.75,4.0,53
Private room,1.0,1.0,147.0,t,1,29,4.79,4.81,1
Entire home/apt,1.0,1.0,153.0,t,1,27,4.85,4.46,0
Entire home/apt,3.0,1.0,403.0,t,4,7,4.67,5.0,1
Entire home/apt,1.0,1.0,137.0,t,3,17,4.89,4.89,0
Entire home/apt,2.0,2.0,932.0,f,37,30,5.0,5.0,0
Entire home/apt,1.0,1.0,200.0,t,2,2,4.88,4.85,0
Private room,1.0,1.0,56.0,t,12,0,4.8,4.8,12
Entire home/apt,5.0,2.0,495.0,f,17,0,5.0,5.0,0
Private room,1.0,1.5,100.0,t,9,13,4.85,4.93,3
Entire home/apt,2.0,1.0,334.0,t,1,5,5.0,5.0,0
Entire home/apt,2.0,1.0,248.0,t,1,0,5.0,5.0,0
Entire home/apt,1.0,1.0,175.0,f,30,9,5.0,4.67,0
Entire home/apt,2.0,2.5,493.0,t,1,6,5.0,5.0,0
Private room,1.0,1.0,136.0,t,9,30,4.73,4.64,8
Private room,1.0,1.0,164.0,t,9,30,4.63,4.79,8
Entire home/apt,2.0,1.0,305.0,t,1,7,4.95,5.0,0
Entire home/apt,1.0,1.0,193.0,t,2,8,4.94,4.87,0
Private room,1.0,1.0,88.0,t,1,20,4.94,5.0,1
Entire home/apt,1.0,1.0,195.0,t,1,8,5.0,5.0,0
Entire home/apt,3.0,1.0,208.0,f,615,6,4.59,4.84,0
Private room,1.0,1.0,110.0,f,1,30,4.7,4.67,1
Entire home/apt,3.0,2.0,344.0,f,30,0,5.0,5.0,0
Entire home/apt,2.0,1.0,253.0,t,1,11,4.95,4.9,0
Entire home/apt,3.0,2.0,276.0,f,1,15,4.64,4.82,0
Entire home/apt,1.0,1.0,240.0,t,2,12,5.0,5.0,0
Private room,1.0,1.0,61.0,f,55,0,4.5,4.5,53
Entire home/apt,1.0,1.0,188.0,t,1,1,5.0,5.0,0
Entire home/apt,3.0,1.5,415.0,t,1,9,4.98,4.94,0
Entire home/apt,3.0,2.0,603.0,t,2,0,5.0,4.95,1
Private room,1.0,1.0,68.0,f,34,17,5.0,5.0,17
Entire home/apt,4.0,2.0,522.0,f,1,26,5.0,5.0,0
Entire home/apt,4.0,3.0,503.0,t,1,16,4.95,5.0,0
Private room,1.0,1.0,152.0,f,1,30,4.38,4.88,1
Private room,1.0,1.0,135.0,f,3,14,4.22,4.89,3
Entire home/apt,2.0,2.0,604.0,t,3,9,5.0,5.0,2
Private room,1.0,1.0,256.0,t,3,9,5.0,4.0,2
Private room,1.0,1.0,270.0,t,3,9,5.0,5.0,2
Entire home/apt,1.0,1.0,300.0,t,5,30,5.0,2.0,0
Entire home/apt,1.0,1.0,110.0,t,2,0,5.0,5.0,0
Private room,1.0,1.0,103.0,f,34,0,5.0,4.5,17
Entire home/apt,1.0,1.0,126.0,f,2,28,4.69,4.53,0
Entire home/apt,2.0,1.0,223.0,t,1,0,5.0,5.0,0
Private room,1.0,1.0,69.0,t,3,30,5.0,4.5,2
Private room,1.0,2.5,167.0,t,3,10,5.0,5.0,3
Private room,1.0,2.0,179.0,t,3,19,4.94,4.91,3
Entire home/apt,5.0,2.5,435.0,t,6,6,4.86,4.94,0
Entire home/apt,6.0,2.0,706.0,t,7,30,5.0,5.0,5
Private room,1.0,1.0,259.0,t,2,25,4.88,4.87,2
Private room,1.0,1.0,256.0,t,2,19,4.9,4.88,2
Private room,1.0,1.0,62.0,t,2,4,5.0,4.83,2
Entire home/apt,4.0,3.0,675.0,f,1,24,4.33,5.0,0
Entire home/apt,1.0,1.0,193.0,f,150,14,5.0,5.0,0
Entire home/apt,2.0,1.0,517.0,f,1,0,5.0,5.0,0
Entire home/apt,1.0,1.0,110.0,f,4,0,5.0,5.0,0
Entire home/apt,1.0,1.0,140.0,f,8,20,5.0,5.0,3
Entire home/apt,1.0,1.0,135.0,f,8,0,5.0,5.0,3
Entire home/apt,3.0,2.0,422.0,t,5,9,4.98,4.97,0
Private room,1.0,1.0,77.0,f,2,23,4.0,3.31,2
Entire home/apt,1.0,1.0,158.0,t,1,15,4.94,4.96,0
Private room,2.0,1.0,190.0,f,6,28,4.22,3.81,6
Private room,1.0,1.0,59.0,t,3,17,5.0,4.89,2
Entire home/apt,2.0,2.0,200.0,t,1,0,5.0,4.8,0
Entire home/apt,2.0,1.0,227.0,t,3,0,4.9,4.75,0
Entire home/apt,1.0,1.5,700.0,t,4,16,4.88,4.75,0
Entire home/apt,0.0,1.0,90.0,f,1,0,4.33,3.67,0
Entire home/apt,1.0,1.0,686.0,f,4926,29,5.0,5.0,0
Entire home/apt,1.0,1.0,310.0,f,4926,29,4.67,5.0,0
Private room,1.0,2.0,44.0,f,55,0,4.5,4.0,53
Private room,1.0,1.0,129.0,f,6,30,4.71,4.8,6
Private room,1.0,1.0,136.0,f,6,22,4.54,4.79,6
Private room,1.0,1.0,146.0,f,6,29,4.6,4.8,6
Private room,1.0,1.0,152.0,f,6,17,4.56,4.94,6
Private room,1.0,1.0,146.0,f,6,30,4.75,4.94,6
Private room,1.0,1.0,237.0,f,6,15,5.0,5.0,6
Entire home/apt,1.0,1.0,269.0,t,5,15,5.0,4.88,0
Entire home/apt,1.0,1.0,591.0,f,4926,29,5.0,5.0,0
Entire home/apt,1.0,1.0,332.0,f,4926,29,4.0,4.0,0
Entire home/apt,1.0,1.0,291.0,f,4926,29,5.0,3.0,0
Private room,1.0,1.0,89.0,f,3,21,4.47,3.89,1
Private room,1.0,1.0,65.0,f,2,2,4.75,4.82,2
Private room,1.0,1.0,87.0,f,1,6,5.0,5.0,1
Entire home/apt,1.0,1.0,313.0,f,4926,29,5.0,5.0,0
Entire home/apt,1.0,1.0,298.0,f,4926,29,5.0,4.67,0
Entire home/apt,1.0,1.0,180.0,f,4926,29,4.0,4.0,0
Private room,1.0,1.5,81.0,t,9,10,4.85,4.92,3
Entire home/apt,1.0,1.0,207.0,f,4926,29,5.0,5.0,0
Private room,1.0,1.0,75.0,t,2,13,5.0,5.0,2
Private room,1.0,1.0,247.0,t,9,29,5.0,4.0,8
Entire home/apt,1.0,1.0,442.0,f,4926,29,5.0,5.0,0
Entire home/apt,1.0,1.0,310.0,f,4926,29,5.0,5.0,0
Entire home/apt,1.0,1.0,368.0,f,4926,29,4.5,4.5,0
Entire home/apt,1.0,1.0,214.0,f,4926,29,5.0,4.0,0
Entire home/apt,1.0,1.0,748.0,f,4926,29,5.0,5.0,0
Private room,1.0,0.5,81.0,t,3,12,4.75,4.6,3
Entire home/apt,3.0,2.0,394.0,t,3,25,5.0,4.85,0
Private room,1.0,0.5,71.0,t,3,11,4.83,4.55,3
Entire home/apt,2.0,2.0,227.0,t,1,0,5.0,5.0,0
Entire home/apt,2.0,1.5,553.0,f,1,2,5.0,5.0,0
Private room,1.0,1.0,61.0,f,55,0,2.0,3.0,53
Entire home/apt,2.0,2.0,334.0,f,34,12,4.87,4.96,12
Entire home/apt,0.0,1.0,106.0,t,2,0,5.0,4.0,0
Private room,1.0,1.0,158.0,f,2,28,4.39,4.69,2
Private room,1.0,1.0,60.0,t,3,1,4.87,4.74,3
Entire home/apt,4.0,4.0,946.0,t,2,20,5.0,4.73,0
Entire home/apt,0.0,1.0,80.0,f,4,0,5.0,4.67,0
Entire home/apt,2.0,1.0,102.0,f,2,12,4.51,4.83,0
Entire home/apt,3.0,1.0,461.0,f,2,8,5.0,5.0,0
Entire home/apt,1.0,1.0,196.0,t,1,24,4.94,4.9,0
Entire home/apt,3.0,2.0,251.0,t,5,0,4.5,5.0,0
Private room,2.0,1.0,350.0,t,4,7,4.88,4.88,1
Entire home/apt,3.0,2.0,276.0,t,30,30,4.0,5.0,3
Entire home/apt,3.0,1.0,494.0,f,2,10,4.94,4.94,0
Entire home/apt,1.0,1.0,155.0,f,2,8,4.33,4.56,0
Entire home/apt,1.0,1.0,195.0,t,1,3,5.0,4.97,0
Entire home/apt,2.0,1.0,216.0,t,2,0,5.0,5.0,0
Entire home/apt,2.0,1.0,203.0,f,1,0,4.89,5.0,0
Entire home/apt,4.0,1.5,349.0,t,8,4,4.72,4.95,4
Entire home/apt,1.0,1.0,139.0,t,3,6,5.0,5.0,0
Entire home/apt,1.0,1.0,286.0,t,3,0,5.0,5.0,1
Private room,2.0,1.5,200.0,f,1,30,4.67,5.0,1
Entire home/apt,2.0,1.0,171.0,t,1,11,4.95,4.9,0
Entire home/apt,1.0,1.0,138.0,f,1,0,5.0,5.0,0
Entire home/apt,2.0,1.5,320.0,f,1,18,5.0,5.0,0
Entire home/apt,2.0,2.0,360.0,f,2,0,5.0,5.0,0
Entire home/apt,2.0,1.0,256.0,f,34,27,4.96,4.96,12
Entire home/apt,2.0,2.0,223.0,f,2,4,4.0,3.0,0
Private room,1.0,1.0,119.0,t,9,0,5.0,4.88,4
Private room,1.0,1.0,50.0,f,6,0,4.5,4.5,4
Entire home/apt,2.0,2.0,418.0,t,1,10,5.0,5.0,0
Entire home/apt,3.0,2.0,641.0,t,5,19,4.97,4.83,0
Entire home/apt,2.0,1.0,161.0,t,2,0,5.0,4.67,0
Entire home/apt,1.0,1.5,115.0,t,2,0,5.0,5.0,0
Entire home/apt,2.0,1.0,328.0,t,2,0,4.78,5.0,0
Entire home/apt,1.0,1.5,140.0,t,1,2,5.0,4.5,0
Entire home/apt,1.0,1.0,93.0,t,6,7,4.93,4.79,0
Entire home/apt,2.0,1.0,144.0,t,6,5,4.97,4.81,0
Entire home/apt,1.0,1.0,65.0,t,2,4,4.95,4.74,0
Entire home/apt,1.0,1.5,612.0,f,18,30,5.0,5.0,0
Entire home/apt,3.0,1.0,328.0,t,2,17,4.78,5.0,0
Entire home/apt,3.0,3.0,402.0,f,1,5,5.0,5.0,0
Private room,1.0,1.0,200.0,f,7,30,5.0,5.0,6
Entire home/apt,2.0,2.0,224.0,t,1,0,5.0,4.0,0
Entire home/apt,2.0,2.5,495.0,t,1,12,4.91,5.0,0
Private room,1.0,1.0,200.0,t,4,5,4.9,4.84,4
Entire home/apt,2.0,1.0,433.0,t,2,0,5.0,5.0,0
Entire home/apt,1.0,1.0,165.0,f,1,6,5.0,5.0,0
Entire home/apt,3.0,2.0,428.0,f,1,1,5.0,5.0,0
Private room,1.0,1.0,40.0,f,1,0,5.0,4.0,1
Private room,1.0,1.0,72.0,t,3,2,4.73,4.89,3
Entire home/apt,3.0,2.0,238.0,t,1,17,4.93,4.93,0
Private room,1.0,1.0,125.0,t,1,16,5.0,5.0,1
Private room,1.0,1.0,174.0,t,9,30,5.0,4.67,8
Private room,1.0,2.0,46.0,f,55,0,3.0,4.5,53
Private room,1.0,1.0,58.0,t,5,4,5.0,4.67,4
Entire home/apt,2.0,2.0,286.0,t,36,0,5.0,5.0,0
Entire home/apt,1.0,1.0,175.0,t,3,8,5.0,4.91,0
Entire home/apt,1.0,1.0,390.0,t,8,12,4.96,4.96,0
Entire home/apt,1.0,1.0,90.0,t,1,0,4.88,4.77,0
Entire home/apt,2.0,1.5,275.0,t,2,0,5.0,5.0,0
Entire home/apt,1.0,1.5,359.0,t,3,11,5.0,4.86,1
Private room,1.0,1.0,128.0,f,6,20,4.54,4.62,6
Private room,1.0,1.0,166.0,f,6,12,4.4,4.8,6
Private room,1.0,1.0,236.0,f,266,29,4.0,5.0,263
Private room,1.0,1.0,106.0,f,4,30,4.42,4.58,4
Private room,1.0,1.0,118.0,f,4,30,4.24,4.72,4
Private room,1.0,1.0,103.0,f,4,30,4.47,4.74,4
Private room,1.0,1.0,95.0,t,3,26,4.88,4.7,3
Entire home/apt,1.0,1.0,184.0,t,1,8,5.0,4.96,0
Private room,1.0,1.0,145.0,f,6,20,4.43,4.21,6
Entire home/apt,0.0,1.0,110.0,f,24,12,5.0,5.0,0
Private room,1.0,1.0,78.0,f,2,25,4.37,4.26,2
Private room,1.0,2.0,46.0,f,55,0,5.0,4.0,53
Private room,1.0,2.0,87.0,f,34,28,4.38,5.0,12
Entire home/apt,2.0,1.0,500.0,f,1,22,4.67,5.0,0
Entire home/apt,1.0,1.0,150.0,f,2,0,5.0,4.0,0
Entire home/apt,1.0,1.5,150.0,f,1,30,4.5,5.0,0
Entire home/apt,2.0,2.0,219.0,t,1,3,4.97,4.95,0
Entire home/apt,1.0,1.0,118.0,f,1,19,5.0,4.43,0
Private room,1.0,1.0,167.0,t,9,25,4.33,5.0,5
Private room,1.0,1.0,103.0,t,1,2,4.91,4.88,1
Private room,1.0,1.0,141.0,t,4,30,5.0,5.0,4
Private room,1.0,1.0,134.0,t,4,30,4.8,4.8,4
Entire home/apt,0.0,1.0,299.0,t,517,30,5.0,5.0,0
Entire home/apt,1.0,1.0,139.0,f,1,0,5.0,5.0,0
Entire home/apt,2.0,1.0,376.0,t,1,5,5.0,4.93,0
Private room,1.0,1.0,63.0,t,2,3,4.0,4.0,1
Private room,1.0,1.0,300.0,f,1,30,5.0,4.5,1
Private room,1.0,1.0,58.0,t,3,19,4.77,4.62,3
Entire home/apt,1.0,1.0,113.0,f,2,0,4.43,4.5,0
Private room,1.0,2.0,46.0,f,55,0,4.0,4.0,53
Entire home/apt,1.0,1.0,215.0,f,2,10,5.0,5.0,0
Shared room,0.0,1.0,56.0,t,9,30,4.9,4.87,5
Private room,1.0,1.0,173.0,t,9,25,5.0,5.0,5
Private room,1.0,1.0,173.0,t,9,30,4.78,4.88,5
Private room,1.0,2.0,46.0,f,55,0,5.0,5.0,53
Entire home/apt,1.0,1.0,187.0,t,1,20,5.0,5.0,0
Entire home/apt,4.0,2.0,479.0,f,1,8,4.41,4.93,0
Entire home/apt,3.0,2.0,495.0,t,41,0,5.0,5.0,0
Entire home/apt,1.0,1.0,191.0,t,2,0,4.75,5.0,0
Private room,1.0,1.0,106.0,t,3,8,4.89,4.91,3
Private room,1.0,1.0,96.0,t,3,5,4.87,4.85,3
Entire home/apt,1.0,0.0,438.0,t,1,3,4.92,4.92,0
Entire home/apt,1.0,1.0,192.0,t,1,2,5.0,4.93,0
Private room,1.0,4.0,51.0,f,55,0,5.0,5.0,53
Entire home/apt,1.0,1.0,221.0,t,1,0,5.0,4.5,0
Entire home/apt,1.0,1.0,200.0,f,8,1,5.0,5.0,3
Entire home/apt,1.0,1.0,450.0,t,1,30,5.0,4.92,0
Entire home/apt,2.0,1.0,190.0,t,6,0,5.0,4.75,1
Entire home/apt,2.0,1.0,112.0,f,25,15,4.25,4.67,11
Private room,1.0,1.0,46.0,f,25,10,4.17,4.89,11
Private room,1.0,1.0,53.0,f,25,19,4.29,4.53,11
Private room,1.0,1.0,51.0,f,25,9,4.55,4.77,11
Entire home/apt,1.0,1.0,180.0,f,1,2,5.0,5.0,0
Entire home/apt,0.0,1.0,163.0,t,1,0,5.0,4.67,0
Entire home/apt,1.0,1.0,77.0,f,14,0,4.0,4.0,2
Private room,1.0,1.0,71.0,f,1,15,5.0,4.84,1
Entire home/apt,2.0,1.0,93.0,f,14,4,5.0,4.67,2
Entire home/apt,3.0,2.0,324.0,t,3,0,4.94,5.0,0
Entire home/apt,3.0,2.0,375.0,f,2,0,5.0,4.0,0
Private room,1.0,1.0,135.0,f,2,23,4.77,4.77,2
Private room,2.0,1.0,143.0,f,5,11,3.38,4.13,5
Private room,1.0,1.5,53.0,f,14,0,5.0,4.67,2
Private room,1.0,1.5,52.0,f,14,0,2.5,4.0,2
Entire home/apt,3.0,3.0,346.0,t,1,2,4.96,4.81,0
Private room,1.0,1.0,47.0,f,3,0,5.0,5.0,2
Entire home/apt,1.0,1.0,50.0,f,3,8,2.5,4.5,2
Private room,1.0,1.5,55.0,f,69,28,5.0,4.0,5
Private room,1.0,1.0,69.0,t,3,20,4.84,4.6,3
Private room,1.0,1.0,133.0,f,2,21,4.6,4.81,2
Private room,1.0,1.0,141.0,f,2,22,4.56,4.73,2
Entire home/apt,1.0,1.0,144.0,f,1,3,5.0,4.83,0
Private room,1.0,1.0,151.0,t,9,30,5.0,5.0,8
Entire home/apt,2.0,1.0,290.0,t,2,0,4.94,5.0,1
Private room,1.0,1.0,74.0,f,8,21,4.38,4.0,6
Private room,1.0,1.5,64.0,t,31,0,5.0,5.0,22
Entire home/apt,2.0,1.0,373.0,f,1,17,4.67,4.92,0
Private room,1.0,1.0,200.0,t,4,12,4.95,4.95,4
Entire home/apt,2.0,2.0,700.0,f,3,30,4.71,4.86,0
Entire home/apt,2.0,1.0,127.0,t,1,10,4.95,4.76,0
Entire home/apt,2.0,1.0,219.0,t,3,9,5.0,4.7,0
Entire home/apt,2.0,1.0,116.0,t,1,9,4.85,4.87,0
Entire home/apt,2.0,1.0,339.0,t,2,12,4.9,4.85,1
Entire home/apt,2.0,1.0,161.0,t,3,0,5.0,5.0,0
Entire home/apt,0.0,1.0,87.0,f,7,2,5.0,5.0,0
Private room,1.0,1.0,314.0,t,2,11,5.0,4.94,1
Entire home/apt,2.0,1.0,290.0,f,2,0,5.0,5.0,0
Entire home/apt,2.0,2.0,360.0,f,2,15,4.92,4.46,1
Entire home/apt,0.0,1.0,569.0,f,1376,27,5.0,5.0,0
Entire home/apt,3.0,1.5,351.0,t,3,0,4.94,4.91,0
Entire home/apt,0.0,1.0,223.0,f,50,0,5.0,5.0,0
Entire home/apt,2.0,1.0,244.0,f,1,0,4.6,4.07,0
Entire home/apt,1.0,1.0,140.0,t,5,0,5.0,5.0,0
Entire home/apt,0.0,1.0,131.0,t,1,3,4.89,4.96,0
Entire home/apt,0.0,1.0,120.0,t,3,10,5.0,5.0,0
Entire home/apt,3.0,1.0,408.0,t,2,8,4.8,5.0,1
Entire home/apt,1.0,1.0,181.0,f,1,1,5.0,5.0,0
Private room,3.0,3.0,428.0,f,2,0,5.0,4.86,2
Entire home/apt,1.0,1.0,286.0,t,2,3,4.88,5.0,0
Entire home/apt,2.0,1.0,308.0,t,2,27,4.95,4.9,0
Entire home/apt,2.0,1.5,449.0,f,7,12,5.0,5.0,1
Private room,1.0,1.0,120.0,t,9,10,5.0,5.0,7
Private room,1.0,2.5,104.0,t,9,14,5.0,5.0,7
Entire home/apt,1.0,1.0,104.0,t,9,0,5.0,5.0,7
Private room,1.0,2.5,120.0,t,9,10,5.0,5.0,7
Entire home/apt,3.0,1.5,250.0,t,1,0,4.87,4.91,0
Entire home/apt,1.0,1.0,135.0,t,2,0,5.0,4.86,0
Entire home/apt,1.0,1.0,144.0,f,1,1,5.0,5.0,0
Private room,1.0,1.0,61.0,f,55,0,5.0,5.0,53
Entire home/apt,2.0,1.0,353.0,t,1,0,4.93,5.0,0
Private room,1.0,1.0,58.0,f,1,30,5.0,5.0,1
Entire home/apt,1.0,0.0,80.0,t,6,0,5.0,5.0,0
Entire home/apt,1.0,1.0,78.0,f,14,0,5.0,5.0,2
Private room,1.0,1.0,154.0,t,6,30,4.87,4.64,6
Private room,1.0,1.0,164.0,t,6,26,4.94,4.56,6
Private room,1.0,1.0,175.0,t,6,26,4.55,4.36,6
Private room,0.0,1.0,200.0,t,6,30,5.0,4.67,6
Private room,1.0,2.5,120.0,t,9,10,5.0,5.0,7
Private room,1.0,1.0,170.0,t,19,14,5.0,5.0,3
Entire home/apt,4.0,3.0,814.0,t,19,5,5.0,5.0,3
Entire home/apt,1.0,2.0,184.0,t,2,10,5.0,5.0,0
Entire home/apt,2.0,1.0,125.0,f,24,0,1.0,5.0,0
Private room,1.0,1.0,92.0,f,14,2,4.78,4.94,1
Entire home/apt,2.0,2.0,688.0,f,1,12,4.79,4.79,0
Entire home/apt,2.0,1.0,87.0,f,6,0,4.33,5.0,0
Private room,1.0,1.0,58.0,f,4,9,3.67,4.67,2
Entire home/apt,3.0,2.0,209.0,t,2,12,4.85,4.92,0
Entire home/apt,0.0,1.0,123.0,t,1,6,5.0,5.0,0
Private room,1.0,1.0,74.0,f,34,0,5.0,4.5,17
Entire home/apt,2.0,1.0,231.0,t,1,4,4.95,4.86,0
Entire home/apt,4.0,3.5,303.0,t,2,0,5.0,5.0,0
Entire home/apt,3.0,2.0,764.0,t,30,0,4.72,4.06,0
Private room,2.0,2.0,151.0,t,2,14,4.91,4.91,2
Private room,1.0,1.0,117.0,f,2,21,4.12,4.45,2
Entire home/apt,2.0,2.0,206.0,t,1,15,5.0,5.0,0
Private room,1.0,1.0,283.0,f,13,20,5.0,5.0,9
Private room,1.0,1.0,166.0,t,34,0,5.0,5.0,33
Private room,2.0,1.0,225.0,t,34,0,4.9,4.9,33
Private room,1.0,1.0,86.0,t,34,6,4.65,4.75,33
Private room,1.0,1.0,95.0,t,34,0,5.0,5.0,33
Private room,1.0,1.0,166.0,t,34,1,4.8,4.6,33
Private room,1.0,1.0,169.0,f,13,11,5.0,4.33,9
Private room,1.0,1.0,77.0,f,34,0,5.0,5.0,17
Private room,1.0,1.0,169.0,f,13,13,4.67,4.83,9
Entire home/apt,1.0,1.0,145.0,f,3,0,4.67,5.0,0
Private room,1.0,1.0,143.0,t,34,22,5.0,4.9,33
Entire home/apt,2.0,2.0,399.0,t,1,18,4.86,4.86,0
Private room,1.0,1.0,108.0,t,34,0,4.75,5.0,33
Entire home/apt,2.0,1.5,226.0,f,34,30,4.0,4.67,12
Entire home/apt,1.0,1.0,131.0,t,1,30,5.0,5.0,0
Private room,1.0,1.0,192.0,f,4,30,5.0,5.0,3
Private room,1.0,1.0,226.0,f,11,22,4.62,3.54,7
Entire home/apt,1.0,1.0,350.0,f,1,0,5.0,4.9,0
Entire home/apt,2.0,2.0,379.0,t,2,6,5.0,5.0,0
Entire home/apt,1.0,1.0,167.0,t,9,0,5.0,5.0,0
Entire home/apt,1.0,1.0,313.0,f,4926,29,5.0,5.0,0
Entire home/apt,2.0,2.0,239.0,f,1,0,5.0,4.0,0
Private room,1.0,4.0,55.0,t,20,1,5.0,5.0,20
Private room,1.0,3.5,60.0,t,20,9,5.0,5.0,20
Private room,1.0,2.0,41.0,f,55,0,5.0,4.0,53
Private room,1.0,1.0,86.0,t,34,4,4.57,4.74,33
Entire home/apt,8.0,5.0,951.0,t,39,25,5.0,4.67,0
Private room,1.0,2.0,43.0,f,55,0,3.0,4.0,53
Private room,1.0,1.0,382.0,t,2,8,5.0,5.0,1
Entire home/apt,1.0,1.0,140.0,t,1,1,4.96,4.92,0
Private room,1.0,1.0,108.0,t,34,0,4.76,4.86,33
Private room,1.0,1.0,86.0,t,34,8,4.77,4.74,33
Private room,1.0,1.0,67.0,t,2,10,5.0,4.95,1
Entire home/apt,2.0,2.0,261.0,f,1,18,4.67,4.67,0
Entire home/apt,0.0,1.0,110.0,f,34,3,4.95,5.0,12
Private room,1.0,2.0,141.0,t,3,24,4.9,4.9,3
Private room,0.0,1.0,141.0,t,3,28,4.75,5.0,1
Private room,1.0,2.0,56.0,f,5,18,4.0,4.33,5
Private room,1.0,2.0,72.0,f,5,2,4.67,4.67,5
Private room,1.0,2.0,50.0,f,5,25,4.44,4.44,5
Private room,1.0,2.0,59.0,f,5,25,4.75,4.5,5
Private room,1.0,1.0,208.0,t,19,8,5.0,4.88,3
Private room,1.0,1.0,86.0,t,5,0,5.0,5.0,4
Entire home/apt,2.0,1.0,167.0,t,2,12,4.88,4.94,0
Private room,1.0,1.0,55.0,t,5,4,4.0,3.0,4
Private room,1.0,1.0,116.0,t,3,26,5.0,5.0,3
Private room,1.0,1.0,97.0,t,3,23,5.0,4.89,3
Entire home/apt,2.0,1.0,120.0,t,2,13,4.81,4.68,0
Entire home/apt,1.0,1.0,178.0,t,3,2,4.92,5.0,0
Entire home/apt,1.0,1.0,101.0,t,1,17,4.88,4.8,0
Private room,1.0,1.0,203.0,t,19,7,4.94,5.0,3
Entire home/apt,1.0,1.0,90.0,f,6,10,5.0,4.67,4
Private room,1.0,1.0,200.0,t,4,12,5.0,5.0,4
Entire home/apt,3.0,2.0,743.0,f,1,25,5.0,5.0,0
Private room,1.0,1.0,56.0,f,16,9,4.0,4.0,7
Private room,1.0,1.0,58.0,f,16,0,5.0,5.0,7
Private room,1.0,1.0,124.0,f,4,30,4.29,4.14,4
Entire home/apt,1.0,1.0,280.0,t,73,2,5.0,5.0,0
Entire home/apt,3.0,2.0,499.0,t,3,5,4.89,4.89,0
Entire home/apt,2.0,1.0,198.0,f,2,15,5.0,5.0,0
Private room,3.0,2.0,47.0,t,30,0,5.0,5.0,3
Private room,1.0,1.0,82.0,t,3,8,4.87,4.84,3
Entire home/apt,2.0,2.0,120.0,f,1,23,4.33,4.72,0
Entire home/apt,3.0,1.0,155.0,f,14,13,1.0,3.0,2
Entire home/apt,3.0,1.5,599.0,t,1,11,5.0,4.83,0
Entire home/apt,2.0,2.0,250.0,f,1,0,5.0,5.0,0
Entire home/apt,4.0,3.0,380.0,t,17,0,5.0,5.0,0
Private room,1.0,1.0,65.0,f,6,0,4.67,5.0,4
Private room,1.0,1.0,86.0,t,34,12,4.79,5.0,33
Entire home/apt,1.0,1.0,239.0,t,1,4,5.0,5.0,0
Private room,1.0,1.5,92.0,f,34,27,4.5,4.5,12
Private room,1.0,1.5,79.0,f,34,24,4.86,5.0,12
Private room,1.0,1.5,82.0,f,34,26,5.0,5.0,12
Private room,1.0,1.5,94.0,f,34,24,4.67,5.0,12
Private room,1.0,1.5,68.0,f,34,26,4.33,4.83,12
Entire home/apt,5.0,1.5,809.0,f,34,23,5.0,5.0,12
Private room,1.0,1.0,98.0,t,1,3,4.92,4.96,1
Entire home/apt,2.0,1.0,182.0,t,2,2,4.8,4.8,0
Entire home/apt,1.0,1.0,165.0,f,1,0,5.0,5.0,0
Private room,1.0,1.0,77.0,f,2,18,4.08,3.5,2
Entire home/apt,2.0,2.0,808.0,f,1,7,5.0,5.0,0
Private room,1.0,1.0,94.0,f,2,15,4.59,4.57,2
Entire home/apt,3.0,2.0,374.0,t,2,20,5.0,5.0,0
Entire home/apt,1.0,1.0,221.0,t,1,8,4.97,5.0,0
Private room,1.0,1.0,74.0,f,2,6,4.59,4.66,1
Entire home/apt,1.0,1.0,133.0,t,1,11,5.0,4.97,0
Entire home/apt,3.0,2.5,364.0,t,1,10,4.91,4.78,0
Private room,1.0,1.0,200.0,f,1,14,5.0,5.0,1
Entire home/apt,2.0,2.0,198.0,f,1,0,5.0,4.0,0
Entire home/apt,2.0,1.0,372.0,t,1,3,4.81,4.94,0
Entire home/apt,2.0,2.0,187.0,f,2,12,4.67,4.73,1
Private room,1.0,1.0,59.0,f,3,3,4.67,4.89,3
Entire home/apt,2.0,2.0,282.0,f,615,0,5.0,4.67,0
Entire home/apt,1.0,1.0,333.0,t,1,0,5.0,5.0,0
Entire home/apt,0.0,1.0,199.0,f,1,6,5.0,5.0,0
Entire home/apt,3.0,1.5,405.0,f,1,0,5.0,5.0,0
Entire home/apt,3.0,1.0,238.0,t,11,0,4.0,5.0,0
Private room,1.0,1.0,65.0,f,19,0,5.0,5.0,3
Entire home/apt,0.0,1.0,125.0,f,34,21,4.76,4.94,12
Entire home/apt,1.0,1.0,827.0,f,3687,0,5.0,5.0,0
Private room,0.0,2.0,48.0,f,55,0,5.0,5.0,53
Private room,1.0,1.0,200.0,t,4,3,5.0,4.86,4
Entire home/apt,3.0,2.0,269.0,t,30,0,5.0,5.0,0
Entire home/apt,3.0,2.0,871.0,f,2,10,5.0,5.0,1
