room_type,bedrooms,bathrooms,price,host_is_superhost,host_listings_count,availability_30,review_scores_rating,review_scores_location,calculated_host_listings_count_private_rooms
Entire home/apt,3.0,3.0,671.0,f,2,0,4.88,4.94,0
Entire home/apt,0.0,0.0,50.0,f,11,0,4.71,4.94,6
Entire home/apt,1.0,1.0,110.0,f,1,0,5.0,4.86,0
Entire home/apt,1.0,1.0,170.0,t,1,9,5.0,4.92,0
Entire home/apt,3.0,1.5,446.0,t,2,0,4.96,4.89,0
Private room,1.0,2.0,70.0,f,34,0,5.0,5.0,17
Entire home/apt,1.0,1.0,100.0,f,1,0,5.0,5.0,0
Entire home/apt,0.0,1.0,225.0,t,1,0,4.97,4.97,0
Entire home/apt,1.0,1.0,218.0,t,3,5,4.97,4.99,0
Entire home/apt,2.0,1.0,127.0,t,4,0,5.0,5.0,0
Entire home/apt,3.0,1.0,165.0,f,7,2,5.0,5.0,0
Entire home/apt,1.0,1.0,106.0,f,18,0,4.36,4.73,0
Entire home/apt,3.0,1.0,319.0,t,1,4,4.92,4.92,0
Entire home/apt,3.0,1.5,171.0,t,6,0,5.0,5.0,0
Entire home/apt,3.0,2.5,520.0,t,2,10,4.88,4.94,0
Entire home/apt,1.0,1.0,145.0,t,3,8,4.92,4.93,0
Entire home/apt,1.0,1.0,124.0,t,2,0,4.83,4.89,0
Entire home/apt,1.0,1.0,238.0,f,1,4,5.0,4.95,0
Entire home/apt,0.0,1.0,133.0,t,766,21,4.71,4.86,7
Private room,1.0,2.0,66.0,f,34,0,5.0,5.0,17
Entire home/apt,2.0,2.0,310.0,f,6,6,4.0,4.43,0
Entire home/apt,2.0,2.0,200.0,f,2,13,4.91,4.91,1
Private room,1.0,1.0,68.0,t,26,0,4.89,4.89,25
Private room,1.0,1.0,54.0,f,16,8,4.67,5.0,7
Entire home/apt,2.0,1.0,298.0,t,766,2,4.83,4.92,7
Entire home/apt,2.0,1.0,180.0,t,1,7,4.94,4.9,0
Entire home/apt,2.0,2.0,259.0,t,1,0,4.86,5.0,0
Entire home/apt,2.0,2.0,174.0,f,3,4,4.69,4.69,1
Entire home/apt,3.0,4.0,525.0,f,1,0,5.0,4.88,0
Entire home/apt,2.0,1.0,126.0,f,18,0,4.75,4.88,0
Entire home/apt,1.0,1.0,225.0,f,1,0,5.0,4.5,0
Entire home/apt,2.0,2.0,581.0,t,2,3,4.97,5.0,0
Entire home/apt,2.0,1.0,180.0,f,8,0,5.0,5.0,3
Entire home/apt,2.0,1.0,173.0,t,1,2,4.76,4.86,0
Entire home/apt,0.0,0.0,80.0,f,1,0,4.5,4.88,0
Private room,1.0,1.0,68.0,t,26,0,4.88,4.88,25
Private room,1.0,1.0,59.0,t,26,0,4.89,5.0,25
Private room,1.0,1.0,59.0,t,26,3,4.43,4.71,25
Private room,1.0,1.0,56.0,t,26,0,4.86,5.0,25
Entire home/apt,2.0,2.0,209.0,t,1,4,4.86,4.91,0
Entire home/apt,1.0,1.0,298.0,f,4887,0,4.67,3.33,0
Entire home/apt,0.0,1.0,106.0,f,5,0,4.4,5.0,0
Entire home/apt,2.0,1.0,170.0,f,1,0,5.0,5.0,0
Private room,1.0,1.0,332.0,f,6,0,5.0,4.78,1
Entire home/apt,1.0,1.0,189.0,t,2,0,5.0,4.95,0
Entire home/apt,1.0,1.0,108.0,f,1,7,4.64,4.75,0
Entire home/apt,2.0,2.0,517.0,f,1,24,5.0,5.0,0
Private room,1.0,2.0,73.0,f,34,0,4.6,5.0,17
Entire home/apt,2.0,1.0,111.0,f,1,11,4.88,5.0,0
Private room,1.0,2.0,90.0,f,34,0,5.0,5.0,17
Private room,1.0,1.0,229.0,t,2,0,4.65,4.17,1
Entire home/apt,1.0,1.5,160.0,t,3,3,4.86,3.79,0
Entire home/apt,2.0,1.0,174.0,t,3,0,4.67,4.83,0
Entire home/apt,1.0,1.0,226.0,f,1,18,4.96,4.96,0
Entire home/apt,1.0,1.0,110.0,f,1,0,5.0,3.73,0
Private room,1.0,2.0,74.0,f,34,0,4.33,5.0,17
Private room,1.0,1.0,80.0,f,2,16,5.0,5.0,1
Entire home/apt,2.0,1.0,157.0,t,2,2,5.0,5.0,0
Entire home/apt,4.0,2.0,509.0,f,1,18,4.86,4.86,0
Private room,1.0,1.0,145.0,f,1,0,5.0,5.0,1
Entire home/apt,2.0,2.0,165.0,f,256,0,5.0,5.0,0
Entire home/apt,1.0,1.0,176.0,t,2,0,5.0,5.0,0
Entire home/apt,3.0,3.0,375.0,t,2,12,5.0,4.78,0
Entire home/apt,0.0,1.0,353.0,t,84,9,4.85,4.89,10
Entire home/apt,0.0,1.0,95.0,t,143,0,4.97,4.94,0
Private room,1.0,1.0,64.0,f,7,7,4.71,4.57,7
Entire home/apt,2.0,2.0,264.0,t,766,2,5.0,5.0,7
Entire home/apt,1.0,1.0,131.0,t,3,0,4.75,5.0,0
Private room,0.0,1.0,353.0,t,84,14,4.92,4.77,10
Entire home/apt,2.0,1.0,270.0,f,1,0,4.8,4.8,0
Private room,1.0,1.0,57.0,t,26,0,4.88,4.94,25
Entire home/apt,3.0,1.0,160.0,t,9,0,4.86,4.71,0
Entire home/apt,2.0,1.0,196.0,t,2,0,5.0,5.0,0
Entire home/apt,0.0,1.0,124.0,t,57,0,5.0,5.0,10
Entire home/apt,1.0,1.0,237.0,t,1,6,4.98,4.98,0
Entire home/apt,3.0,2.5,780.0,t,1,12,4.94,4.98,0
Entire home/apt,1.0,1.0,250.0,f,47,30,5.0,5.0,0
Entire home/apt,1.0,1.0,125.0,f,5,0,5.0,5.0,0
Private room,1.0,1.0,99.0,t,4,0,4.75,4.83,4
Private room,1.0,1.0,91.0,t,4,3,4.83,4.86,4
Private room,1.0,1.0,94.0,t,4,11,4.81,4.86,4
Entire home/apt,3.0,1.0,120.0,f,3,0,4.43,4.14,0
Entire home/apt,2.0,1.5,153.0,t,3,5,4.89,4.76,0
Entire home/apt,0.0,1.0,94.0,t,1,2,4.85,5.0,0
Entire home/apt,2.0,1.0,406.0,t,3,5,4.98,4.91,0
Entire home/apt,4.0,3.0,252.0,t,3,9,4.86,4.9,1
Private room,1.0,1.0,254.0,t,3,28,4.97,5.0,1
Entire home/apt,1.0,1.0,179.0,t,1,5,4.97,4.95,0
Entire home/apt,0.0,1.0,150.0,t,38,14,4.93,4.94,1
Private room,1.0,1.0,51.0,t,12,0,5.0,4.67,12
Private room,1.0,1.0,85.0,t,9,0,5.0,5.0,5
Entire home/apt,1.0,1.0,129.0,t,1,6,4.96,4.94,0
Private room,1.0,1.0,98.0,t,4,0,4.77,4.85,4
Private room,1.0,1.0,58.0,t,12,0,5.0,4.78,12
Entire home/apt,2.0,1.5,178.0,f,5,0,4.25,4.75,0
Entire home/apt,4.0,2.0,260.0,f,1,0,5.0,4.75,0
Entire home/apt,4.0,3.0,849.0,t,2,30,5.0,5.0,0
Entire home/apt,0.0,1.0,105.0,f,5,0,4.46,4.62,0
Entire home/apt,2.0,1.0,344.0,t,2,15,4.98,4.98,0
Entire home/apt,1.0,1.0,86.0,t,6,0,4.91,4.82,0
Entire home/apt,3.0,1.5,469.0,t,1,0,5.0,4.95,0
Entire home/apt,3.0,1.0,700.0,f,1,30,5.0,5.0,0
Entire home/apt,0.0,1.0,150.0,f,19,0,5.0,5.0,3
Private room,1.0,2.0,106.0,t,2,6,4.97,4.99,1
Entire home/apt,1.0,1.0,100.0,t,26,0,4.95,4.95,25
Entire home/apt,1.0,1.0,150.0,f,1,27,4.48,4.86,0
Private room,1.0,1.0,55.0,f,16,9,5.0,5.0,7
Entire home/apt,2.0,2.0,141.0,f,1,0,5.0,5.0,0
Entire home/apt,2.0,2.0,371.0,t,3,0,5.0,5.0,0
Entire home/apt,3.0,1.0,399.0,t,2,11,5.0,4.96,0
Entire home/apt,2.0,1.0,122.0,t,2,17,4.81,4.66,0
Entire home/apt,4.0,2.0,327.0,f,1,1,4.92,4.92,0
Entire home/apt,0.0,1.0,125.0,f,5,0,4.5,5.0,0
Entire home/apt,0.0,1.0,130.0,t,2,0,4.94,4.94,0
Entire home/apt,2.0,1.0,190.0,t,2,3,5.0,5.0,0
Entire home/apt,5.0,3.0,765.0,f,1,2,5.0,5.0,0
Entire home/apt,0.0,1.0,159.0,t,6,4,4.92,4.75,0
Entire home/apt,1.0,1.0,160.0,t,1,0,4.69,5.0,0
Private room,1.0,1.0,57.0,t,26,0,4.75,5.0,25
Private room,1.0,1.0,62.0,t,1,2,4.76,4.75,1
Private room,1.0,1.0,218.0,f,13,28,4.71,4.8,9
Private room,1.0,1.0,246.0,f,13,28,4.79,4.85,9
Entire home/apt,1.0,1.0,257.0,f,13,16,4.81,4.95,9
Entire home/apt,1.0,1.0,224.0,f,13,28,4.78,4.84,9
Entire home/apt,1.0,1.0,135.0,t,1,3,5.0,4.83,0
Private room,1.0,1.0,170.0,f,13,19,4.6,4.67,9
Private room,1.0,1.0,225.0,f,13,18,4.72,4.74,9
Private room,1.0,1.0,224.0,f,13,18,4.82,4.8,9
Entire home/apt,2.0,1.0,309.0,f,13,10,4.73,4.81,9
Private room,1.0,1.0,309.0,f,13,22,4.78,4.83,9
Entire home/apt,1.0,1.0,186.0,f,13,26,4.63,4.73,9
Entire home/apt,1.0,1.0,155.0,f,1,0,4.57,4.86,0
Entire home/apt,4.0,2.0,343.0,f,1,25,4.76,4.47,0
Private room,1.0,3.0,88.0,t,3,6,4.87,4.94,3
Private room,1.0,1.0,80.0,f,5,0,4.13,4.63,2
Private room,1.0,1.0,146.0,t,5,10,4.91,4.96,3
Entire home/apt,1.0,1.0,172.0,t,5,10,4.91,4.99,3
Entire home/apt,3.0,1.0,189.0,f,1,0,4.71,4.93,0
Entire home/apt,0.0,1.0,153.0,t,1,15,4.87,4.85,0
Entire home/apt,1.0,1.0,130.0,f,1,0,5.0,5.0,0
Entire home/apt,3.0,2.0,250.0,f,5,0,5.0,4.75,0
Private room,0.0,1.0,135.0,t,1,0,5.0,5.0,1
Private room,1.0,1.0,73.0,t,2,0,4.78,4.82,2
Entire home/apt,2.0,1.0,175.0,f,5,0,5.0,4.0,0
Private room,2.0,1.5,149.0,t,2,0,5.0,5.0,1
Entire home/apt,1.0,1.0,170.0,t,1,6,4.94,4.94,0
Entire home/apt,0.0,1.0,113.0,t,1,0,4.98,4.88,0
Entire home/apt,1.0,1.0,165.0,t,3,0,5.0,5.0,0
Entire home/apt,3.0,2.0,220.0,t,1,12,4.79,4.58,0
Entire home/apt,3.0,2.0,250.0,t,1,4,5.0,4.89,0
Private room,1.0,1.0,67.0,f,3,16,5.0,5.0,1
Entire home/apt,1.0,1.0,70.0,t,1,0,5.0,4.6,0
Entire home/apt,2.0,1.0,149.0,f,1,5,5.0,5.0,0
Entire home/apt,0.0,1.0,93.0,f,1,0,5.0,5.0,0
Entire home/apt,1.0,1.0,91.0,f,1,1,4.92,4.69,0
Entire home/apt,2.0,1.0,300.0,t,1,1,4.99,4.93,0
Private room,1.0,1.0,68.0,t,26,0,4.83,5.0,25
Entire home/apt,2.0,1.0,353.0,t,2,10,4.96,4.93,0
Private room,1.0,1.0,40.0,f,5,0,4.2,5.0,5
Private room,1.0,1.0,156.0,t,2,5,5.0,5.0,1
Entire home/apt,0.0,1.0,80.0,f,2,0,5.0,5.0,0
Entire home/apt,0.0,1.0,60.0,f,1,0,5.0,5.0,0
Entire home/apt,1.0,1.0,125.0,f,1,0,4.88,4.81,0
Entire home/apt,1.0,2.0,210.0,t,1,2,4.85,4.92,0
Entire home/apt,2.0,1.0,180.0,f,1,13,5.0,4.75,0
Entire home/apt,1.0,1.0,234.0,t,1,14,4.98,4.96,0
Entire home/apt,1.0,1.0,128.0,t,1,4,4.89,4.67,0
Private room,1.0,1.0,65.0,f,38,0,5.0,4.9,21
Entire home/apt,3.0,1.0,169.0,t,5,0,4.88,5.0,0
Entire home/apt,1.0,1.0,169.0,t,5,0,4.87,5.0,0
Entire home/apt,3.0,2.5,253.0,t,1,6,4.69,4.67,0
Entire home/apt,1.0,1.0,122.0,f,1,0,4.57,4.43,0
Entire home/apt,1.0,1.0,120.0,t,1,0,5.0,4.93,0
Entire home/apt,2.0,1.0,92.0,f,4,0,4.62,4.62,0
Entire home/apt,0.0,1.0,129.0,t,3,3,4.89,5.0,0
Entire home/apt,1.0,1.0,89.0,f,1,10,4.9,4.91,0
Private room,1.0,1.0,139.0,t,3,9,4.98,4.96,3
Private room,1.0,1.0,58.0,t,12,8,4.71,4.86,12
Entire home/apt,2.0,1.0,174.0,t,9,0,5.0,4.71,4
Entire home/apt,1.0,1.0,109.0,f,5,8,4.5,5.0,0
Entire home/apt,1.0,1.0,700.0,f,1,16,5.0,5.0,0
Entire home/apt,1.0,1.0,130.0,f,24,0,5.0,5.0,0
Private room,2.0,1.0,98.0,f,1,13,4.7,4.9,1
Private room,1.0,1.0,72.0,t,12,3,5.0,4.88,12
Entire home/apt,1.0,1.0,125.0,f,20,0,4.33,5.0,0
Entire home/apt,3.0,2.0,293.0,t,1,3,4.89,4.88,0
Entire home/apt,1.0,1.0,85.0,f,4,0,4.83,5.0,0
Entire home/apt,2.0,2.0,202.0,t,1,0,4.8,4.6,0
Private room,1.0,1.0,89.0,f,38,0,4.8,4.81,21
Private room,1.0,1.0,54.0,f,38,14,4.61,4.68,21
Entire home/apt,4.0,2.0,427.0,f,1,6,4.74,4.92,0
Private room,1.0,1.0,74.0,f,8,30,4.63,4.43,6
Entire home/apt,3.0,2.0,249.0,f,5,0,4.63,4.88,0
Entire home/apt,1.0,1.0,181.0,t,1,1,4.95,4.24,0
Entire home/apt,2.0,1.0,275.0,t,3,13,4.98,4.87,0
Entire home/apt,1.0,1.0,143.0,t,1,5,4.91,4.84,0
Private room,1.0,2.5,55.0,f,4,0,4.75,4.88,4
Entire home/apt,0.0,1.0,124.0,t,3,8,4.97,4.95,0
Private room,1.0,1.0,116.0,t,3,22,4.95,4.88,3
Private room,1.0,1.0,73.0,f,8,30,4.64,4.38,6
Private room,1.0,1.0,80.0,f,8,30,4.63,4.23,6
Private room,1.0,1.0,93.0,f,8,30,4.64,4.07,6
Entire home/apt,1.0,1.0,162.0,t,1,12,4.95,4.95,0
Entire home/apt,2.0,2.0,293.0,f,2,0,4.75,5.0,0
Entire home/apt,0.0,1.0,105.0,t,1,0,4.91,4.18,0
Entire home/apt,3.0,3.0,248.0,f,1,7,5.0,5.0,0
Entire home/apt,4.0,1.0,425.0,f,1,30,4.75,5.0,0
Entire home/apt,1.0,1.0,220.0,t,1,2,4.55,4.64,0
Entire home/apt,2.0,1.5,311.0,f,1,0,5.0,4.95,0
Entire home/apt,2.0,1.0,251.0,f,5,3,5.0,4.6,0
Entire home/apt,1.0,1.0,128.0,t,3,0,4.5,4.86,0
Entire home/apt,1.0,1.0,123.0,t,3,14,4.94,4.83,0
Entire home/apt,1.0,1.0,196.0,f,2,0,4.92,4.95,0
Entire home/apt,1.0,1.0,131.0,t,1,2,4.89,4.93,0
Private room,1.0,1.0,83.0,t,6,12,4.88,4.86,5
Entire home/apt,3.0,2.0,207.0,t,5,0,5.0,5.0,0
Entire home/apt,1.0,1.0,162.0,t,1,0,4.74,4.88,0
Entire home/apt,3.0,2.0,366.0,t,1,3,4.97,4.95,0
Entire home/apt,1.0,1.0,126.0,f,38,0,4.77,4.92,21
Entire home/apt,2.0,1.0,226.0,t,1,3,4.93,4.82,0
Entire home/apt,1.0,1.0,187.0,t,1,5,4.9,4.92,0
Entire home/apt,2.0,1.0,146.0,t,5,0,4.67,5.0,0
Private room,2.0,1.0,246.0,t,3,5,5.0,5.0,3
Entire home/apt,1.0,1.0,170.0,t,1,19,4.91,4.96,0
Entire home/apt,2.0,1.0,189.0,f,1,0,4.85,4.89,0
Private room,1.0,1.0,91.0,t,2,16,4.82,4.82,1
Entire home/apt,1.0,1.0,304.0,f,39,0,5.0,5.0,0
Entire home/apt,1.0,1.0,266.0,f,39,0,5.0,5.0,0
Entire home/apt,0.0,1.0,261.0,f,39,3,5.0,5.0,0
Entire home/apt,0.0,1.0,209.0,t,1,12,4.99,4.97,0
Private room,0.0,1.0,221.0,f,8,27,4.68,4.86,8
Private room,2.0,1.0,332.0,f,8,13,4.85,4.91,8
Entire home/apt,2.0,1.5,622.0,f,4,21,4.84,5.0,0
Private room,2.0,1.0,355.0,f,8,9,4.82,4.9,8
Private room,0.0,1.0,321.0,f,8,17,5.0,5.0,8
Private room,0.0,1.0,254.0,f,8,13,5.0,5.0,8
Private room,0.0,1.0,310.0,f,8,18,4.88,5.0,8
Entire home/apt,2.0,1.0,175.0,f,1,8,5.0,4.8,0
Entire home/apt,2.0,1.0,174.0,t,9,0,4.92,4.83,4
Entire home/apt,1.0,1.0,135.0,t,1,1,4.93,4.94,0
Private room,1.0,1.0,71.0,f,3,0,5.0,5.0,3
Entire home/apt,3.0,2.0,155.0,t,2,0,5.0,5.0,0
Private room,1.0,1.0,78.0,t,1,2,4.89,4.9,1
Private room,3.0,2.0,248.0,f,1,7,4.97,4.92,1
Entire home/apt,2.0,2.0,542.0,t,1,17,4.77,5.0,0
Entire home/apt,0.0,1.0,110.0,t,1,0,5.0,5.0,0
Private room,1.0,1.0,100.0,f,38,0,4.0,4.0,21
Private room,0.0,1.0,65.0,f,3,18,4.36,4.53,3
Entire home/apt,2.0,1.0,125.0,f,4,0,4.92,4.92,0
Private room,1.0,0.0,76.0,f,3,19,4.62,4.71,3
Private room,1.0,1.0,163.0,f,6,0,4.33,3.67,4
Private room,0.0,1.0,132.0,f,5,26,4.73,4.7,5
Private room,0.0,1.0,191.0,f,5,30,4.71,4.75,5
Entire home/apt,4.0,1.0,268.0,f,1,17,4.67,4.87,0
Entire home/apt,0.0,1.0,190.0,t,1,19,4.95,4.9,0
Private room,1.0,1.0,106.0,t,3,22,4.95,4.94,3
Entire home/apt,2.0,1.5,810.0,t,1,29,4.93,4.98,0
Private room,1.0,1.0,66.0,t,6,7,4.95,4.89,5
Entire home/apt,1.0,1.0,129.0,t,1,0,5.0,4.91,0
Private room,1.0,1.0,100.0,t,1,18,5.0,4.57,1
Entire home/apt,1.0,1.0,314.0,t,1,0,4.98,4.98,0
Entire home/apt,1.0,1.0,190.0,f,1,12,4.97,4.93,0
Entire home/apt,0.0,1.0,122.0,t,3,6,4.97,4.93,0
Private room,0.0,1.0,140.0,f,5,24,4.76,4.79,5
Private room,1.0,1.5,70.0,t,57,0,5.0,4.67,10
Entire home/apt,2.0,2.0,140.0,f,1,0,5.0,5.0,0
Private room,1.0,1.0,80.0,t,9,0,5.0,5.0,5
Entire home/apt,1.0,1.0,161.0,f,1,8,4.99,4.92,0
Private room,1.0,1.0,85.0,t,9,4,5.0,5.0,5
Private room,1.0,1.0,67.0,t,9,3,5.0,5.0,5
Entire home/apt,2.0,2.0,560.0,t,2,19,4.98,4.95,1
Private room,0.0,1.0,123.0,f,5,17,4.78,4.73,5
Entire home/apt,1.0,1.0,248.0,f,1,3,4.95,4.97,0
Entire home/apt,1.0,1.0,163.0,t,1,0,5.0,4.54,0
Entire home/apt,2.0,2.0,590.0,t,1,13,5.0,4.96,0
Private room,1.0,1.0,58.0,t,12,0,5.0,5.0,12
Entire home/apt,1.0,1.0,110.0,f,1,0,5.0,5.0,0
Entire home/apt,0.0,1.0,83.0,f,20,0,4.13,4.53,0
Entire home/apt,1.0,1.0,115.0,f,1,14,5.0,4.75,0
Private room,1.0,1.0,50.0,f,11,0,4.91,4.91,11
Private room,1.0,1.0,63.0,f,11,27,4.29,4.71,11
Private room,1.0,1.0,50.0,f,11,0,4.64,5.0,11
Entire home/apt,2.0,1.0,110.0,f,18,0,5.0,5.0,2
Entire home/apt,1.0,1.0,67.0,t,2,2,5.0,5.0,0
Entire home/apt,1.0,1.0,130.0,f,1,0,4.67,4.67,0
Entire home/apt,2.0,1.0,173.0,t,1,2,4.92,4.88,0
Private room,1.0,1.0,65.0,t,26,0,5.0,5.0,25
Private room,1.0,1.0,56.0,t,26,0,5.0,4.25,25
Private room,1.0,1.0,55.0,t,26,0,4.83,5.0,25
Entire home/apt,2.0,2.0,348.0,t,2,3,5.0,4.73,0
Entire home/apt,4.0,2.0,200.0,f,34,0,5.0,3.67,12
Entire home/apt,3.0,2.5,523.0,t,2,6,4.82,4.78,0
Private room,1.0,1.0,96.0,t,3,10,4.96,4.59,3
Entire home/apt,3.0,1.0,215.0,t,2,1,4.86,4.86,0
Private room,1.0,1.0,55.0,t,4,0,5.0,5.0,4
Entire home/apt,2.0,1.0,124.0,t,2,18,4.87,4.7,0
Entire home/apt,1.0,1.0,110.0,f,18,0,3.0,4.0,2
Private room,0.0,1.0,132.0,f,5,4,4.6,4.64,5
Entire home/apt,2.0,1.0,231.0,t,1,6,4.95,4.95,0
Entire home/apt,1.0,1.0,162.0,f,30,0,4.55,5.0,0
Entire home/apt,1.0,1.0,246.0,t,1,0,4.99,4.96,0
Entire home/apt,1.0,1.0,85.0,f,3,15,4.75,4.25,0
Entire home/apt,2.0,1.0,317.0,f,1,16,4.83,4.96,0
Entire home/apt,1.0,1.0,113.0,t,1,18,4.62,4.83,0
Entire home/apt,3.0,3.5,599.0,t,10,6,5.0,4.85,4
Private room,1.0,1.0,55.0,f,8,0,4.78,4.89,6
Private room,1.0,1.0,151.0,t,10,7,4.96,4.81,4
Entire home/apt,1.0,1.0,283.0,f,4887,0,5.0,5.0,0
Entire home/apt,2.0,1.0,143.0,t,6,6,4.75,5.0,0
Entire home/apt,0.0,1.0,95.0,t,2,7,4.88,4.87,0
Entire home/apt,1.0,1.0,104.0,t,1,0,4.9,4.65,0
Private room,1.0,1.0,68.0,t,3,2,4.9,4.89,3
Private room,1.0,1.0,100.0,t,3,6,4.94,4.9,3
Entire home/apt,1.0,1.0,125.0,t,19,12,4.77,5.0,3
Private room,1.0,1.0,54.0,f,11,6,4.55,4.82,11
Private room,1.0,1.0,46.0,f,11,0,5.0,4.91,11
Private room,1.0,1.0,59.0,f,38,4,4.72,4.67,21
Private room,1.0,1.0,66.0,f,38,9,4.92,4.88,21
Entire home/apt,2.0,1.0,250.0,f,1,0,5.0,4.88,0
Entire home/apt,2.0,2.0,420.0,t,1,12,4.88,4.73,0
Entire home/apt,0.0,1.0,90.0,f,1,0,5.0,5.0,0
Entire home/apt,1.0,1.0,129.0,t,1,0,4.93,4.93,0
Entire home/apt,1.0,1.0,340.0,f,4887,0,4.5,5.0,0
Entire home/apt,1.0,1.0,340.0,f,4887,0,5.0,5.0,0
Entire home/apt,2.0,2.0,457.0,f,4887,9,4.5,4.5,0
Private room,1.0,1.0,98.0,t,3,14,4.99,4.6,3
Private room,1.0,1.0,100.0,t,3,0,4.95,4.66,3
Entire home/apt,2.0,1.0,127.0,f,5,0,4.67,4.78,0
Private room,1.0,1.0,68.0,t,26,0,4.8,5.0,25
Private room,1.0,1.0,63.0,t,26,6,5.0,4.5,25
Private room,1.0,1.0,53.0,t,26,0,4.64,4.45,25
Entire home/apt,2.0,1.0,250.0,f,1,8,5.0,5.0,0
Private room,1.0,0.0,89.0,f,11,25,4.44,4.4,3
Entire home/apt,1.0,1.0,99.0,f,2,2,4.83,4.83,0
Entire home/apt,0.0,1.0,879.0,f,279,28,4.69,4.98,5
Entire home/apt,0.0,1.0,879.0,f,279,13,4.57,4.93,5
Entire home/apt,1.0,1.0,250.0,f,1,0,5.0,5.0,0
Entire home/apt,5.0,2.0,255.0,f,1,0,5.0,5.0,0
Entire home/apt,2.0,2.0,389.0,t,1,7,5.0,4.95,0
Entire home/apt,0.0,1.0,879.0,f,279,21,4.71,4.96,5
Private room,1.0,0.0,108.0,f,2,30,4.42,4.81,2
Private room,1.0,1.5,49.0,f,1,0,5.0,5.0,1
Entire home/apt,1.0,1.0,135.0,t,1,12,4.81,4.88,0
Entire home/apt,3.0,1.0,285.0,f,1,1,4.82,4.82,0
Entire home/apt,3.0,1.0,579.0,t,4,22,4.92,4.62,3
Private room,1.0,0.0,106.0,f,2,30,4.34,4.76,2
Entire home/apt,1.0,1.0,200.0,f,5,1,4.4,5.0,0
Entire home/apt,1.0,1.0,90.0,f,5,2,4.5,4.67,0
Entire home/apt,0.0,1.0,175.0,t,73,13,4.8,4.6,0
Entire home/apt,1.0,1.0,198.0,f,1,0,5.0,4.75,0
Private room,1.0,1.5,79.0,t,1,11,4.93,4.99,1
Private room,1.0,1.5,70.0,f,1,0,5.0,4.8,1
Private room,1.0,1.0,43.0,t,3,1,4.75,4.75,3
Entire home/apt,3.0,3.0,400.0,f,2,0,5.0,5.0,0
Entire home/apt,0.0,1.0,228.0,t,1,1,4.92,4.91,0
Entire home/apt,0.0,1.0,86.0,t,2,2,4.97,4.91,0
Entire home/apt,2.0,2.0,332.0,f,1,0,5.0,5.0,0
Private room,1.0,3.0,47.0,t,5,6,4.89,5.0,5
Entire home/apt,3.0,2.0,275.0,f,1,12,4.86,4.6,0
Entire home/apt,1.0,1.0,150.0,f,1,0,5.0,5.0,0
Private room,1.0,1.0,80.0,t,5,14,4.97,4.94,5
Private room,1.0,1.5,85.0,f,6,0,5.0,5.0,3
Entire home/apt,3.0,3.0,435.0,f,1,30,5.0,4.93,0
Private room,1.0,1.0,144.0,t,10,19,4.94,4.84,4
Entire home/apt,0.0,1.0,143.0,f,1,0,5.0,5.0,0
Entire home/apt,2.0,1.0,240.0,f,1,0,4.66,4.88,0
Entire home/apt,0.0,1.0,130.0,f,1,7,5.0,4.67,0
Entire home/apt,0.0,1.0,89.0,t,4,0,5.0,4.7,0
Private room,1.0,3.0,83.0,t,3,5,4.85,4.91,3
Entire home/apt,1.0,1.0,110.0,f,24,0,3.25,4.5,0
Entire home/apt,1.0,1.0,81.0,t,6,0,4.53,4.87,0
Private room,1.0,2.5,82.0,t,4,16,4.9,4.97,4
Entire home/apt,1.0,1.0,117.0,f,19,0,4.0,5.0,3
Entire home/apt,1.0,1.0,115.0,f,24,0,5.0,5.0,0
Entire home/apt,1.0,1.0,159.0,t,1,10,4.98,4.96,0
Entire home/apt,1.0,1.0,174.0,t,9,0,5.0,5.0,4
Entire home/apt,2.0,1.0,202.0,t,1,10,4.9,4.94,0
Entire home/apt,2.0,1.0,214.0,t,2,9,4.76,4.84,0
Entire home/apt,3.0,2.5,258.0,t,2,0,4.6,4.4,0
Entire home/apt,2.0,1.0,245.0,f,1,2,4.83,4.5,0
Entire home/apt,5.0,3.0,290.0,t,2,14,5.0,4.89,0
Entire home/apt,2.0,1.0,269.0,t,2,0,5.0,5.0,1
Entire home/apt,1.0,1.0,91.0,t,1,0,5.0,4.9,0
Entire home/apt,3.0,2.0,263.0,t,1,8,4.84,4.63,0
Entire home/apt,1.0,2.0,151.0,t,1,21,4.82,4.61,0
Entire home/apt,3.0,2.0,468.0,t,6,9,4.95,4.8,0
Entire home/apt,3.0,1.0,155.0,t,17,0,5.0,5.0,0
Entire home/apt,2.0,2.0,200.0,f,1,22,4.7,4.73,0
Entire home/apt,1.0,1.0,460.0,f,4887,0,5.0,5.0,0
Private room,1.0,2.0,206.0,f,34,0,4.83,4.97,12
Private room,1.0,2.0,125.0,f,34,29,4.59,4.86,12
Private room,1.0,2.0,101.0,f,34,27,4.88,5.0,12
Entire home/apt,3.0,1.5,157.0,t,1,0,4.76,4.43,0
Entire home/apt,1.0,1.0,248.0,t,1,0,4.98,4.98,0
Entire home/apt,0.0,1.0,108.0,f,1,0,4.83,5.0,0
Entire home/apt,0.0,1.0,170.0,t,2,1,5.0,5.0,0
Entire home/apt,1.0,1.0,150.0,t,3,0,4.82,4.64,0
Entire home/apt,1.0,1.0,135.0,t,3,0,5.0,5.0,0
Entire home/apt,1.0,1.0,150.0,t,3,0,4.43,4.57,0
Entire home/apt,1.0,1.0,190.0,t,7,0,4.86,4.71,0
